EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 11-07-2026
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
17586,CERRETO_LAGHI                           ,IT  ,+44:17:54,+010:14:17, 1336
17588,CESENATICO_PORTO                        ,IT  ,+44:12:23,+012:24:03,    1
17589,CESENA_URBANA                           ,IT  ,+44:08:17,+012:14:36,   77
17591,CIPRIANO                                ,IT  ,+44:55:55,+011:53:48,    1
17592,CIVAGO                                  ,IT  ,+44:14:48,+010:27:56, 1051
17597,COLORNO                                 ,IT  ,+44:56:36,+010:20:57,   29
17601,CORREGGIO                               ,IT  ,+44:44:35,+010:46:22,   33
17602,CORSICCHIE                              ,IT  ,+43:50:44,+012:02:08, 1200
17603,CORTE_CENTRALE                          ,IT  ,+44:47:12,+012:01:39,   -2
17604,CORTILE_DI_CARPI                        ,IT  ,+44:46:41,+010:58:15,   23
17605,CUSERCOLI                               ,IT  ,+44:02:26,+011:58:54,  330
17607,DIAMANTINA                              ,IT  ,+44:53:08,+011:30:42,    5
17608,DIGA_DI_BRASIMONE                       ,IT  ,+44:07:44,+011:07:03,  840
17609,DIGA_DI_RIDRACOLI                       ,IT  ,+43:52:12,+011:50:18,  565
17610,DOCCIA_DI_FIUMALBO                      ,IT  ,+44:11:24,+010:40:23, 1371
17614,FARFANARO                               ,IT  ,+44:34:00,+009:40:45,  787
17616,FEBBIO                                  ,IT  ,+44:17:52,+010:25:37, 1148
17618,FIDENZA                                 ,IT  ,+44:53:35,+010:04:59,   58
17619,FINALE_EMILIA                           ,IT  ,+44:48:56,+011:15:03,   16
17622,FORLI_URBANA                            ,IT  ,+44:13:13,+012:02:30,   51
17623,FORMIGINE                               ,IT  ,+44:33:03,+010:54:33,   90
17624,FRASSINETO                              ,IT  ,+44:34:53,+009:35:06,  824
17625,FRASSINORO                              ,IT  ,+44:17:44,+010:34:32, 1091
17627,GAIBANELLA                              ,IT  ,+44:46:08,+011:39:45,    3
17628,GAINAGO                                 ,IT  ,+44:53:07,+010:22:50,   28
17629,GALLO                                   ,IT  ,+44:43:26,+011:32:43,   21
17630,GARIGA                                  ,IT  ,+44:58:00,+009:40:54,  102
17631,GIRALDA                                 ,IT  ,+44:48:51,+012:14:53,    3
17632,GRAMMATICA                              ,IT  ,+44:26:17,+010:05:34,  980
17633,GRANAROLO_FAENTINO                      ,IT  ,+44:21:36,+011:57:29,   15
17635,GROPPARELLO                             ,IT  ,+44:49:30,+009:43:31,  341
17636,GRUGNO                                  ,IT  ,+44:52:36,+010:13:32,   42
17637,GUAGNINO                                ,IT  ,+44:41:17,+012:12:41,    1
17639,IDROVORO_FOSSO_GHIAIA                   ,IT  ,+44:21:11,+012:15:52,    2
17641,IMOLA2                                  ,IT  ,+44:22:44,+011:39:07,   66
17642,IMOLA_MARIO_NERI                        ,IT  ,+44:19:59,+011:44:57,   68
17643,INVASO                                  ,IT  ,+44:13:37,+011:13:18,  460
17644,LAGDEI                                  ,IT  ,+44:24:47,+010:00:33, 1252
17645,LAGO_BALLANO                            ,IT  ,+44:22:09,+010:06:06, 1339
17647,LAGO_PADULI                             ,IT  ,+44:20:44,+010:08:17, 1151
17648,LAGO_PRATIGNANO                         ,IT  ,+44:10:37,+010:49:04, 1319
17649,LAGOSANTO                               ,IT  ,+44:44:21,+012:08:54,   -4
17650,LAGO_SCAFFAIOLO                         ,IT  ,+44:07:09,+010:48:32, 1794
17651,LAMA                                    ,IT  ,+43:49:54,+011:50:21,  715
17653,LA_STELLA                               ,IT  ,+44:31:46,+010:29:26,  729
17655,LA_VALLETTA                             ,IT  ,+44:54:51,+011:29:45,    6
17657,LAVEZZOLA                               ,IT  ,+44:33:47,+011:50:38,    5
17661,LODOLONE                                ,IT  ,+44:11:51,+011:52:28,  250
17662,LOIANO                                  ,IT  ,+44:15:59,+011:19:00,  745
17664,MADONNA_DEI_FORNELLI                    ,IT  ,+44:12:56,+011:15:24,  900
17666,MAIATICO                                ,IT  ,+44:42:10,+010:12:21,  276
17667,MALBORGHETTO                            ,IT  ,+44:51:28,+011:39:39,    4
17669,MARMORTA                                ,IT  ,+44:37:18,+011:43:36,    6
17670,MARTORANO                               ,IT  ,+44:09:57,+012:16:04,   25
17671,MARZAGLIA                               ,IT  ,+44:38:12,+010:48:20,   54
17674,MEDELANA                                ,IT  ,+44:46:22,+011:52:01,    0
17675,MEDESANO                                ,IT  ,+44:44:33,+010:08:49,  104
17676,MESOLA                                  ,IT  ,+44:55:09,+012:10:21,   -3
17678,MEZZANO_NORD-OVEST                      ,IT  ,+44:40:09,+011:53:53,   -4
17679,MEZZOLARA                               ,IT  ,+44:34:14,+011:32:00,   20
17680,MIRABELLO                               ,IT  ,+44:49:54,+011:27:15,   10
17681,MODIGLIANA_ARPA                         ,IT  ,+44:07:12,+011:48:29,  556
17683,MONGHIDORO                              ,IT  ,+44:12:51,+011:19:23,  825
17684,MONTEACUTO_DELLALPI                     ,IT  ,+44:08:09,+010:53:13,  900
17689,MONTEFIORINO                            ,IT  ,+44:19:41,+010:37:21,  632
17690,MONTE_GROSSO                            ,IT  ,+44:04:17,+011:52:18,  670
17691,MONTE_ROMANO                            ,IT  ,+44:08:04,+011:39:10,  705
17695,MONTICELLI_ARPA                         ,IT  ,+45:04:49,+009:58:14,   37
17696,MONTRIOLO                               ,IT  ,+43:55:21,+011:57:27,  685
17697,MORCIANO                                ,IT  ,+43:54:42,+012:38:34,   65
17698,MORDANO_BUBANO                          ,IT  ,+44:25:14,+011:48:30,   16
17699,MORMOROLA                               ,IT  ,+44:34:06,+009:53:11,  556
17700,MULAZZANO                               ,IT  ,+43:57:07,+012:32:09,  190
17701,MUSIARA_SUPERIORE                       ,IT  ,+44:29:53,+010:10:41,  982
17702,NEVIANO_ARDUINI                         ,IT  ,+44:34:59,+010:18:48,  513
17707,OSPITALMONACALE                         ,IT  ,+44:40:05,+011:43:17,    0
17708,OSTELLATO                               ,IT  ,+44:42:25,+011:53:27,    0
17709,OSTIA_PARMENSE                          ,IT  ,+44:30:50,+009:50:30,  354
17710,PADERNO                                 ,IT  ,+44:26:48,+011:18:56,  267
17711,PADULLE_SALA_BOLOGNESE                  ,IT  ,+44:37:39,+011:17:26,   25
17713,PANOCCHIA                               ,IT  ,+44:40:58,+010:17:45,   18
17715,PARMA_T.P.                              ,IT  ,+44:48:29,+010:19:49, 3718
17717,PASSO_DELLE_RADICI                      ,IT  ,+44:12:34,+010:29:18, 1535
17720,PELLEGRINO                              ,IT  ,+44:43:36,+009:56:03,  434
17723,PIACENZA_URBANA                         ,IT  ,+45:03:16,+009:40:45,   71
17725,PIANELLO_VAL_TIDONE                     ,IT  ,+44:57:02,+009:24:06,  185
17726,PIEVE_DI_CUSIGNANO                      ,IT  ,+44:46:49,+010:02:18,  277
17727,PIEVEPELAGO                             ,IT  ,+44:11:39,+010:34:37, 1083
17729,POGGIO_RENATICO                         ,IT  ,+44:45:55,+011:28:58,   10
17730,POMPOSA-VOLANO                          ,IT  ,+44:48:47,+012:12:16, 4393
17733,PONTE_CAVOLA                            ,IT  ,+44:24:33,+010:31:22,  367
17734,PONTE_CHIAVICA                          ,IT  ,+44:33:39,+012:14:36,    4
17735,PONTELAGOSCURO                          ,IT  ,+44:53:17,+011:36:29,    8
17736,PONTE_MAODINO                           ,IT  ,+44:49:36,+012:07:58,   -3
17741,PONTICELLI                              ,IT  ,+44:48:56,+010:56:03,   21
17743,PORTO_GARIBALDI                         ,IT  ,+44:40:36,+012:14:57,    0
17745,PREDOLO                                 ,IT  ,+44:29:03,+010:26:48,  751
17747,QUARTESANA                              ,IT  ,+44:49:05,+011:44:56,    2
17748,QUARTO                                  ,IT  ,+43:53:30,+012:05:42,  247
17751,RAVENNA_LE_BASSETTE                     ,IT  ,+44:27:55,+012:12:19,    2
17752,REDA_DI_FAENZA                          ,IT  ,+44:16:32,+011:55:24,   32
17753,RIFUGIO_BARGETANA                       ,IT  ,+44:15:38,+010:23:53, 1729
17757,RIOLA_DI_LABANTE                        ,IT  ,+44:15:39,+011:02:07,  623
17758,ROLO                                    ,IT  ,+44:53:04,+010:52:26,   20
17760,RONCOVETRO                              ,IT  ,+44:31:03,+010:22:51,  571
17761,RONTANA                                 ,IT  ,+44:13:36,+011:44:16,  370
17762,ROVERSANO                               ,IT  ,+44:05:08,+012:12:24,  175
17765,SAIARINO                                ,IT  ,+44:37:21,+011:48:45,    8
17768,SALETTO                                 ,IT  ,+44:37:55,+011:26:27,   18
17769,SALSOMINORE                             ,IT  ,+44:37:57,+009:24:19,  408
17771,SAN_BARTOLOMEO_IN_BOSCO                 ,IT  ,+44:44:29,+011:36:23,    8
17772,SAN_CARLO                               ,IT  ,+44:05:26,+012:11:58,   54
17773,SAN_FELICE_SUL_PANARO                   ,IT  ,+44:49:32,+011:07:32,   16
17777,SAN_GIUSEPPE                            ,IT  ,+44:43:49,+012:11:08,   -5
17779,SAN_MICHELE                             ,IT  ,+44:45:45,+009:42:07,  662
17780,SAN_NICOLO                              ,IT  ,+45:02:29,+009:35:21,   68
17781,SAN_PANCRAZIO                           ,IT  ,+44:48:29,+010:16:19,   59
17783,SAN_PIETRO_CAPOFIUME                    ,IT  ,+44:39:12,+011:37:21,   11
17784,SAN_PIETRO_IN_VINCOLI                   ,IT  ,+44:18:50,+012:09:36,    5
17786,SANTAGATA_BOLOGNESE                     ,IT  ,+44:41:42,+011:08:40,   18
17787,SANTAGATA_SUL_SANTERNO                  ,IT  ,+44:26:53,+011:51:59,   10
17789,SANTA_MARIA_CODIFIUME                   ,IT  ,+44:41:06,+011:40:23,    5
17791,SANTANTONIO_ARPA                        ,IT  ,+44:34:06,+011:43:57,    8
17794,SANTERNO_SENIO_1                        ,IT  ,+44:24:02,+011:51:48,   16
17795,SANTERNO_SENIO_2                        ,IT  ,+44:22:05,+011:50:18,   19
17796,SANTO_STEFANO_DAVETO                    ,IT  ,+44:32:44,+009:27:00, 1007
17797,SAN_VALENTINO                           ,IT  ,+44:31:24,+010:41:57,  302
17798,SAN_ZACCARIA                            ,IT  ,+44:15:25,+012:12:50,   10
17799,SASSO_MARCONI_ARPA                      ,IT  ,+44:26:21,+011:14:27,  275
17800,SASSO_MORELLI                           ,IT  ,+44:25:09,+011:45:14,   19
17801,SASSO_MORELLI_BEGHINA                   ,IT  ,+44:23:49,+011:43:27,   28
17802,SASSOSTORNO                             ,IT  ,+44:15:33,+010:40:26,  971
17806,SELLARINO_VOGHIERA                      ,IT  ,+44:44:47,+011:44:45,    3
17807,SELVA_FERRIERE                          ,IT  ,+44:35:12,+009:28:55, 1109
17808,SELVANIZZA                              ,IT  ,+44:26:22,+010:14:08,  474
17811,SERPIERI                                ,IT  ,+44:32:53,+011:22:01,   28
17812,SERRAMAZZONI                            ,IT  ,+44:25:42,+010:47:12,  826
17813,SETTEFONTI                              ,IT  ,+44:24:09,+011:27:41,  330
17814,SISSA                                   ,IT  ,+44:57:07,+010:15:33,   32
17815,SIVIZZANO                               ,IT  ,+44:38:33,+010:21:24,  258
17822,TARSOGNO                                ,IT  ,+44:26:48,+009:37:04,  852
17824,TEODORANO                               ,IT  ,+44:05:29,+012:05:04,   79
17826,TERUZZI                                 ,IT  ,+44:41:42,+009:41:06, 1077
17828,TORRIGLIA                               ,IT  ,+44:30:52,+009:09:15,  769
17830,TREBBIA_VALSIGIARA                      ,IT  ,+44:38:24,+009:19:48,  462
17831,TREBBIO                                 ,IT  ,+44:08:11,+011:50:12,  570
17832,TREPPIO                                 ,IT  ,+44:04:53,+011:01:58,  650
17833,VALDENA                                 ,IT  ,+44:26:38,+009:47:03,  762
17837,VALSENIO                                ,IT  ,+44:14:51,+011:39:02,  164
17839,VARANO_MARCHESI                         ,IT  ,+44:45:00,+010:01:08,  225
17841,VERGIANO                                ,IT  ,+44:02:03,+012:30:01,   36
17842,VESPIGNANO                              ,IT  ,+44:13:58,+011:43:09,  208
17843,VICOBARONE                              ,IT  ,+44:59:29,+009:22:42,  263
17844,VIGNOLA                                 ,IT  ,+44:28:59,+010:58:59,  115
17845,VILLA_GHIGI                             ,IT  ,+44:28:32,+011:19:31,  203
17847,VOLANO                                  ,IT  ,+44:48:46,+012:15:01,    1
17849,VOLTRE                                  ,IT  ,+44:01:55,+012:02:35,  270
17850,ZOLA_PREDOSA                            ,IT  ,+44:29:45,+011:12:00,   65
17851,RIMINI_URBANA                           ,IT  ,+44:03:33,+012:34:23,   16
17852,RIMINI_AUSA                             ,IT  ,+44:03:23,+012:32:43,   10
17856,PARMA_URBANA                            ,IT  ,+44:48:28,+010:19:49,   79
17857,MODENA_URBANA                           ,IT  ,+44:39:23,+010:55:00,   73
17861,BUDRIO_PRUNARO                          ,IT  ,+44:30:33,+011:31:12,   46
17862,BUDRIO_ROTTA_DEL_GIARDINO               ,IT  ,+44:35:52,+011:35:40,   10
17865,RAVENNA_URBANA                          ,IT  ,+44:24:52,+012:12:00,   27
17867,RIOLA_DI_VERGATO                        ,IT  ,+44:13:41,+011:03:20,  287
17873,SANTANTONIO_RENANA                      ,IT  ,+44:33:55,+011:43:00,   10
17875,REGGIO_NELLEMILIA_URBANA                ,IT  ,+44:41:52,+010:38:00,   72
17876,LUGO_RA                                 ,IT  ,+44:25:03,+011:54:47,   14
17878,FERRARA_URBANA                          ,IT  ,+44:49:55,+011:37:15,   26
17902,MARIBOR - VRBANSKI PLATO                ,SI  ,+46:34:04,+015:37:33,  279
17960,PENC OBSZERVATORIUM                     ,HU  ,+47:47:24,+019:17:00,  241
17979,TRABZON                                 ,TR  ,+40:59:39,+039:46:32,   74
18004,RIUDECANYES                             ,ES  ,+41:07:22,+000:58:09,  170
18005,SANDE-GALLEBERG                         ,NO  ,+59:37:09,+010:12:54,   60
18006,OVERHALLA-SKOGMO                        ,NO  ,+64:30:37,+012:01:10,   32
18007,KVAM-AKSNESET                           ,NO  ,+60:20:13,+006:13:03,   13
18008,TINGVOLL                                ,NO  ,+62:54:47,+008:11:09,   23
18009,GJERPEN-ARHUS                           ,NO  ,+59:13:36,+009:34:37,   41
18010,OSAKER                                  ,NO  ,+59:19:09,+011:02:31,   45
18011,NORDNESFJELLET                          ,NO  ,+69:34:26,+020:25:31,  697
18012,MAZE - RUOGONJARGA                      ,NO  ,+69:27:20,+023:41:40,  277
18013,SOLHOM I KVINESDAL                      ,NO  ,+58:46:00,+007:01:00,  650
18014,GJENGEDAL - DALHEIM                     ,NO  ,+61:39:34,+005:59:31,  355
18015,AS                                      ,NO  ,+59:39:38,+010:46:54,   92
18016,GAUPNE                                  ,NO  ,+61:24:23,+007:17:20,    6
18017,KVITHAMAR                               ,NO  ,+63:29:17,+010:52:45,   27
18018,TJOTTA                                  ,NO  ,+65:49:45,+012:25:32,   21
18019,SAERHEIM                                ,NO  ,+58:45:38,+005:39:02,   87
18020,TROMSO - HOLT                           ,NO  ,+69:39:14,+018:54:33,   20
18021,BIRKEBEINEREN SKISTADION                ,NO  ,+61:08:09,+010:30:15,  484
18022,PASVIK - SVANVIK                        ,NO  ,+69:27:19,+030:02:27,   27
18023,HOVRINGEN II                            ,NO  ,+61:53:17,+009:28:46,  940
18024,GAMANJUNNI                              ,NO  ,+69:27:29,+020:37:08, 1237
18025,BEITOSTOLEN II                          ,NO  ,+61:15:02,+008:55:22,  965
18026,LEBERGSFJELLET                          ,NO  ,+62:30:56,+006:52:18,  625
18027,GVARV - NES BIOFORSK                    ,NO  ,+59:22:55,+009:12:42,   94
18028,KVAMSKOGEN - JONSHOGDI                  ,NO  ,+60:23:18,+005:57:50,  455
18029,HJELMELAND                              ,NO  ,+59:13:48,+006:08:58,   43
18031,LIER                                    ,NO  ,+59:47:26,+010:15:34,   39
18032,RAMNES - KILE VESTRE                    ,NO  ,+59:22:50,+010:14:22,   39
18033,ROVERUD                                 ,NO  ,+60:15:12,+012:05:29,  170
18034,TORVHAUGDALEN                           ,NO  ,+70:18:21,+029:06:01,  268
18035,OTTA - SKANSEN                          ,NO  ,+61:46:41,+009:32:29,  309
18036,RYGGE - HUGGENES                        ,NO  ,+59:23:53,+010:45:15,   35
18037,SURNADAL - SYLTE                        ,NO  ,+62:59:07,+008:41:21,    5
18038,ULLENSVANG FORSOKSGARD                  ,NO  ,+60:19:06,+006:39:14,   12
18039,FLESBERG                                ,NO  ,+59:52:06,+009:23:57,  183
18040,SNOHEIM                                 ,NO  ,+62:17:44,+009:21:06, 1475
18041,PLATABERGET III                         ,NO  ,+78:13:40,+015:22:41,  450
18042,MIDTSTOVA                               ,NO  ,+60:39:23,+007:16:32, 1162
18043,BO                                      ,NO  ,+59:25:03,+009:01:42,  105
18044,LYNGDAL                                 ,NO  ,+58:08:02,+007:02:43,    6
18045,ALVDAL                                  ,NO  ,+62:06:33,+010:37:36,  478
18046,MYKEN                                   ,NO  ,+66:45:46,+012:29:09,   17
18047,LIARVATN                                ,NO  ,+59:03:03,+006:07:15,  300
18048,REINHAUGEN                              ,NO  ,+70:20:08,+028:57:52,  470
18049,BERGEN - FLORIDA UIB                    ,NO  ,+60:23:00,+005:19:54,   46
18050,NJOS                                    ,NO  ,+61:10:45,+006:51:38,   45
18051,ETNE II                                 ,NO  ,+59:39:45,+005:57:14,    8
18052,TRYSIL - NORDRE KANKEN                  ,NO  ,+61:19:08,+012:11:18, 1020
18053,HONEFOSS - HVERVEN                      ,NO  ,+60:08:25,+010:15:57,  126
18054,SKJETLEIN                               ,NO  ,+63:20:25,+010:17:49,   44
18055,GRAN                                    ,NO  ,+60:21:20,+010:33:33,  245
18056,ARNES                                   ,NO  ,+60:07:36,+011:23:35,  160
18057,RAKKESTAD                               ,NO  ,+59:23:17,+011:23:26,  100
18058,ISKORAS II                              ,NO  ,+69:18:01,+025:20:45,  591
18059,FROSTA                                  ,NO  ,+63:33:55,+010:41:35,   32
18060,SJUFJELLET                              ,NO  ,+69:06:09,+019:32:39, 1020
18061,FAVANG                                  ,NO  ,+61:27:29,+010:11:13,  200
18062,ANSTADBLAHEIA                           ,NO  ,+68:43:05,+015:18:39,  500
18063,LOSISTUA                                ,NO  ,+68:11:26,+017:47:26,  740
18064,RENA - ORNHAUGEN                        ,NO  ,+61:22:35,+011:29:57,  872
18065,HEMSEDAL SKISENTER                      ,NO  ,+60:50:22,+008:29:48, 1344
18066,GAUSDAL - FOLLEBU                       ,NO  ,+61:13:28,+010:15:32,  375
18067,RISSA III                               ,NO  ,+63:35:08,+009:58:14,   23
18068,TJOLLING                                ,NO  ,+59:02:48,+010:07:30,   19
18069,HOKKSUND                                ,NO  ,+59:45:41,+009:53:31,   15
18070,BERGEBYDALEN                            ,NO  ,+70:13:36,+028:57:23,  150
18071,MARE III                                ,NO  ,+63:56:33,+011:25:32,   59
18072,VALNESFJORD                             ,NO  ,+67:16:35,+015:06:06,   20
18073,DOVRE-LANNEM                            ,NO  ,+62:01:01,+009:12:51,  560
18074,JUVVASSHOE                              ,NO  ,+61:40:39,+008:22:08, 1894
18075,NORDLI - HOLAND                         ,NO  ,+64:26:44,+013:43:05,  433
18076,OSLO - HAUGENSTUA                       ,NO  ,+59:57:14,+010:54:18,  123
18077,MYKLEBUSTFJELLET                        ,NO  ,+61:40:44,+005:12:02,  715
18078,VALLE                                   ,NO  ,+59:11:49,+007:31:37,  308
18079,REIPA                                   ,NO  ,+66:54:12,+013:38:45,    9
18080,HVALER - BREKKE                         ,NO  ,+59:02:30,+011:01:55,   20
18081,DRAMMEN - BERSKOG                       ,NO  ,+59:45:12,+010:07:24,    8
18082,BJORLI                                  ,NO  ,+62:15:29,+008:11:59,  579
18083,BIRTAVARRE - HOLMEN                     ,NO  ,+69:28:49,+020:52:09,   20
18084,ROELDALSFJELLET - ELVERSHEI             ,NO  ,+59:50:08,+006:42:38, 1370
18085,EVENSTAD                                ,NO  ,+61:25:32,+011:04:49,  257
18086,HORTEN II                               ,NO  ,+59:25:10,+010:27:52,   95
18087,BRATA - SLETTOM                         ,NO  ,+61:53:44,+007:53:44,  664
18088,ROEST LUFTHAVN                          ,NO  ,+67:31:36,+012:06:14,    4
18089,ASANE                                   ,NO  ,+60:28:27,+005:20:30,   90
18090,FAGERNES LUFTHAMN                       ,NO  ,+61:00:46,+009:17:34,  822
18091,SORTLAND                                ,NO  ,+68:42:11,+015:24:56,    3
18092,LILLEHAMMER - SAETHERENGEN              ,NO  ,+61:05:30,+010:28:33,  240
18093,FOSSMARK                                ,NO  ,+60:31:14,+005:43:27,   10
18094,MJOELFJELL UH                           ,NO  ,+60:42:07,+006:56:13,  695
18095,OERSTA - EITREFJELL                     ,NO  ,+62:09:36,+006:17:16,  690
18096,DRAMMEN - BANGELOEKKA                   ,NO  ,+59:43:51,+010:12:51,   14
18097,AFJORD II                               ,NO  ,+63:58:04,+010:13:24,   30
18098,DAGALI LUFTHAVN                         ,NO  ,+60:25:08,+008:31:35,  798
18099,PYRAMIDEN                               ,NO  ,+78:39:20,+016:21:37,   20
18100,SELBU II                                ,NO  ,+63:13:28,+011:00:27,  160
18101,STAKKEVOLLAN                            ,NO  ,+69:41:39,+018:58:54,   80
18102,HONNEGRASNUTEN                          ,NO  ,+59:46:03,+007:49:01, 1340
18103,HORNSUND                                ,NO  ,+77:00:06,+015:32:08,   10
18104,LAKSFORS                                ,NO  ,+65:37:17,+013:17:21,   50
18105,NORNE                                   ,NO  ,+66:01:32,+008:05:06,   33
18106,GARTLAND                                ,NO  ,+64:31:51,+012:23:00,   95
18107,NOETTEROEY - VESTSKOGEN                 ,NO  ,+59:14:30,+010:24:07,   25
18108,TANA BRU                                ,NO  ,+70:12:43,+028:09:32,   32
18109,SANDHAUG                                ,NO  ,+60:10:59,+007:28:50, 1250
18110,SANDHORNOEYA - VATVIKFJELLET            ,NO  ,+67:05:35,+014:09:59,  600
18111,EIK - HOVE                              ,NO  ,+58:30:24,+006:30:15,   65
18112,LENANGSSTRAUMEN                         ,NO  ,+69:53:29,+020:08:18,   45
18113,MANDAL III                              ,NO  ,+58:01:28,+007:27:06,   10
18114,VALLDAL - MURI                          ,NO  ,+62:17:48,+007:15:09,    2
18115,HASVIK LUFTHAVN                         ,NO  ,+70:29:11,+022:08:44,    6
18116,KLEVAVATNET                             ,NO  ,+60:43:09,+007:12:30,  960
18117,HOEYDALSMO II                           ,NO  ,+59:29:48,+008:11:57,  560
18118,ALESUND IV                              ,NO  ,+62:28:13,+006:12:38,   15
18119,MINNESUND JERNBANESTASJON               ,NO  ,+60:23:39,+011:13:49,  143
18120,SVENNER FYR                             ,NO  ,+58:58:08,+010:08:53,   15
18121,KOTSOEY                                 ,NO  ,+62:58:35,+010:33:38,  127
18122,LIFJELL - OEYSTEINNATTEN                ,NO  ,+59:30:07,+008:59:00, 1102
18123,TROMSDALEN                              ,NO  ,+69:39:02,+019:00:23,    3
18124,TOENSBERG - TARANROED                   ,NO  ,+59:17:38,+010:17:53,   33
18125,FOLGEFONNA SKISENTER TOPP               ,NO  ,+60:13:04,+006:25:46, 1390
18126,TJOEME                                  ,NO  ,+59:07:14,+010:23:53,   32
18127,FOERDE LH - BRINGELAND                  ,NO  ,+61:23:27,+005:45:36,  321
18128,SVERRESBORG                             ,NO  ,+63:25:19,+010:20:58,  156
18129,BATSFJORD - STRAUMSNESAKSLA             ,NO  ,+70:36:10,+029:42:00,  152
18130,PORSGRUNN - AS                          ,NO  ,+59:05:27,+009:39:36,  100
18131,SKIBOTN II                              ,NO  ,+69:23:15,+020:16:55,   20
18132,KVITSOEY - NORDBOE                      ,NO  ,+59:04:14,+005:24:43,   21
18133,TROLLHEIMEN - STORHORNET                ,NO  ,+62:38:07,+009:23:30, 1550
18134,BLASJOE                                 ,NO  ,+59:20:00,+006:52:54, 1105
18135,LYNGEN - GJERDELVDALEN                  ,NO  ,+69:33:34,+020:09:06,  670
18136,SKREDDERDALEN                           ,NO  ,+60:24:14,+005:20:08,  175
18137,KONNERUD                                ,NO  ,+59:42:47,+010:08:45,  193
18138,LILLEHAMMER - VARSAETERGRENDA           ,NO  ,+61:06:14,+010:30:39,  507
18139,VOSSEVANGEN                             ,NO  ,+60:37:30,+006:25:35,   54
18140,ROTVAER                                 ,NO  ,+68:22:05,+015:56:35,    8
18141,AUSTEVOLL                               ,NO  ,+60:01:00,+005:12:14,   32
18142,TROLLEDALSEGGA                          ,NO  ,+61:53:25,+006:06:23, 1020
18143,OSLO - LAMBERTSETER                     ,NO  ,+59:52:41,+010:47:08,  135
18144,FEDJE                                   ,NO  ,+60:46:48,+004:43:12,   19
18145,ADVENTDALEN                             ,NO  ,+78:12:07,+015:49:51,   15
18146,BYGLANDSFJORD - NESET                   ,NO  ,+58:41:11,+007:48:11,  207
18147,OPPDAL - SAETER                         ,NO  ,+62:36:15,+009:40:00,  604
18148,MALANGEN - PALFINNMOEN                  ,NO  ,+69:24:50,+018:40:37,  124
18149,GJERSTAD JERNBANESTASJON                ,NO  ,+58:52:12,+009:01:35,   32
18150,TOENSBERG - KILEN                       ,NO  ,+59:16:41,+010:25:51,    3
18151,MANNDALEN - VADDJA                      ,NO  ,+69:28:19,+020:31:36,   72
18152,VATS I VINDAFJORD                       ,NO  ,+59:29:34,+005:43:14,   20
18153,MOLDE - NOEISOMHED                      ,NO  ,+62:44:29,+007:13:39,    5
18154,HYNNEKLEIV                              ,NO  ,+58:36:02,+008:25:00,  162
18155,SVELVIK - KNEM                          ,NO  ,+59:36:10,+010:24:16,    4
18156,LADE                                    ,NO  ,+63:26:34,+010:26:34,   13
18157,KVITFJELL                               ,NO  ,+61:27:52,+010:07:40, 1030
18158,SKARE                                   ,NO  ,+59:55:59,+006:35:18,  255
18159,HEIMDAL                                 ,NO  ,+59:34:27,+002:13:37,   59
18160,VERLEGENHUKEN                           ,NO  ,+80:03:33,+016:15:00,    8
18161,SKAMDAL                                 ,NO  ,+66:14:04,+013:54:14,    5
18162,FYRIEGG                                 ,NO  ,+59:51:56,+008:41:52, 1008
18163,GULLFAKS C                              ,NO  ,+61:12:15,+002:16:06,   80
18164,OSLO - BESSERUD                         ,NO  ,+59:57:25,+010:40:15,  177
18165,ROGNSUNDET                              ,NO  ,+70:24:38,+022:49:04,   18
18166,MARSTEIN                                ,NO  ,+62:26:44,+007:50:08,   67
18167,STROEMTANGEN FYR                        ,NO  ,+59:09:05,+010:49:44,   10
18168,VESTFOSSEN                              ,NO  ,+59:43:55,+009:52:22,   13
18169,SLEIPNER A                              ,NO  ,+58:22:15,+001:54:33,   85
18170,SOLVAER III                             ,NO  ,+66:22:14,+012:36:38,   10
18171,KJELLER                                 ,NO  ,+59:58:14,+011:02:17,  108
18172,JOMFRULAND                              ,NO  ,+58:51:23,+009:34:27,    3
18173,TAMOKDALEN                              ,NO  ,+69:05:36,+019:37:40,  230
18174,HITRA - SANDSTAD II                     ,NO  ,+63:31:06,+009:06:45,   13
18175,OEKSFJORD - DEALLJA                     ,NO  ,+70:10:22,+022:20:29,  560
18176,STORD LUFTHAVN                          ,NO  ,+59:47:35,+005:20:26,   49
18177,HJARTASEN                               ,NO  ,+66:29:57,+014:57:14,  251
