EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 11-07-2026
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
  472,ROSTOCK-WARNEMUNDE                      ,DE  ,+54:10:54,+012:04:55,    4
  473,GREIFSWALD                              ,DE  ,+54:05:52,+013:24:27,    2
  474,EMDEN-FLUGPLATZ                         ,DE  ,+53:23:21,+007:13:36,    0
  475,NEURUPPIN                               ,DE  ,+52:54:19,+012:48:30,   38
  476,HANNOVER                                ,DE  ,+52:27:56,+009:40:46,   55
  477,MAGDEBURG                               ,DE  ,+52:06:11,+011:35:03,   76
  478,HERWIJNEN                               ,NL  ,+51:51:28,+005:08:43,    0
  479,DUSSELDORF                              ,DE  ,+51:17:49,+006:46:12,   37
  480,KASSEL                                  ,DE  ,+51:17:52,+009:26:36,  231
  481,FRITZLAR                                ,DE  ,+51:07:00,+009:16:59,  174
  482,LEIPZIG-SCHKEUDITZ                      ,DE  ,+51:26:09,+012:14:29,  131
  483,DRESDEN-KLOTZSCHE                       ,DE  ,+51:07:45,+013:45:21,  227
  484,GORLITZ                                 ,DE  ,+51:09:47,+014:57:11,  238
  485,NURBURG-BARWEILER                       ,DE  ,+50:21:39,+006:52:13,  485
  486,MEININGEN                               ,DE  ,+50:33:45,+010:22:37,  450
  487,ERFURT-BINDERSLEBEN                     ,DE  ,+50:59:04,+010:57:47,  316
  488,FICHTELBERG                             ,DE  ,+50:25:45,+012:57:19, 1213
  489,WURZBURG                                ,DE  ,+49:46:17,+009:57:32,  268
  490,HOF                                     ,DE  ,+50:18:47,+011:52:39,  565
  491,SAARBRUCKEN/ENSHEIM                     ,DE  ,+49:12:51,+007:06:29,  320
  492,NURNBERG                                ,DE  ,+49:30:15,+011:03:24,  314
  493,STRAUBING                               ,DE  ,+48:49:42,+012:33:37,  351
  494,AUGSBURG                                ,DE  ,+48:25:35,+010:56:35,  461
  495,KONSTANZ                                ,DE  ,+47:40:41,+009:11:27,  443
  496,KEMPTEN                                 ,DE  ,+47:43:27,+010:20:11,  705
  497,ARGOSTOLI                               ,GR  ,+38:07:00,+020:28:59,   22
  498,ATHALASSA                               ,CY  ,+35:09:00,+033:24:00,  162
  499,AGROS                                   ,CY  ,+35:04:59,+033:01:00, 1015
  500,NIEUW BEERTA                            ,NL  ,+53:11:39,+007:08:57,    0
  510,MILESOVKA                               ,CZ  ,+50:33:18,+013:55:50,  830
  567,WILHELMINADORP                          ,NL  ,+51:31:32,+003:53:00,    1
  593,SCHIPHOL                                ,NL  ,+52:18:56,+004:47:25,   -3
  594,HOORN TERSCHELLING                      ,NL  ,+53:23:27,+005:20:44,    0
  595,SOESTERBERG                             ,NL  ,+52:07:32,+005:16:24,   13
  596,STAVOREN                                ,NL  ,+52:53:48,+005:22:59,   -1
  597,LELYSTAD                                ,NL  ,+52:27:25,+005:31:10,   -3
  598,ROTTERDAM                               ,NL  ,+51:57:38,+004:26:48,   -4
  599,GILZE-RIJEN                             ,NL  ,+51:33:54,+004:56:07,   11
  600,ELL                                     ,NL  ,+51:11:48,+005:45:45,   30
  601,VLIELAND                                ,NL  ,+53:14:24,+004:55:14,    4
  602,HOEK VAN HOLLAND                        ,NL  ,+51:59:27,+004:07:18,   11
  603,LEEUWARDEN                              ,NL  ,+53:13:23,+005:45:06,    0
  604,WOENSDRECHT                             ,NL  ,+51:26:52,+004:20:30,   14
  653,BREST                                   ,BY  ,+52:07:00,+023:40:59,  146
  662,HOLESOV                                 ,CZ  ,+49:19:14,+017:34:12,  222
  663,BRNO (TURANY) AIRPORT                   ,CZ  ,+49:09:11,+016:41:20,  241
  664,CHURANOV                                ,CZ  ,+49:04:05,+013:36:55, 1117
  665,HRADEC KRALOVE                          ,CZ  ,+50:10:40,+015:50:17,  278
  666,SVRATOUCH                               ,CZ  ,+49:44:06,+016:02:03,  734
  667,CHEB                                    ,CZ  ,+50:04:05,+012:23:29,  483
  668,MOSNOV                                  ,CZ  ,+49:41:53,+018:07:09,  250
  669,PRIBYSLAV                               ,CZ  ,+49:34:58,+015:45:45,  532
  670,LIBEREC -  AIRPORT                      ,CZ  ,+50:46:10,+015:01:26,  397
  675,H.C. ANDERSEN AIRPORT-1                 ,DK  ,+55:28:28,+010:19:49,   15
  676,ROESNAES FYR                            ,DK  ,+55:44:36,+010:52:09,   14
  677,BORNHOLMS LUFTHAVN                      ,DK  ,+55:04:04,+014:44:57,   15
  696,SWINOUJSCIE                             ,PL  ,+53:55:23,+014:14:31,    5
  701,SALO KARKKA                             ,FI  ,+60:22:24,+023:06:57,    3
  702,LOHJA PORLA                             ,FI  ,+60:14:38,+024:03:09,   37
  703,PORVOO JERNBOLE                         ,FI  ,+60:24:20,+025:39:32,   17
  704,PORI PORIN LENTOASEMA                   ,FI  ,+61:27:56,+021:47:48,   13
  705,MIETOINEN SAARI                         ,FI  ,+60:37:46,+021:51:29,   13
  706,TURKU TURUN LENTOASEMA                  ,FI  ,+60:30:55,+022:16:39,   49
  707,KOKEMAKI PEIPOHJA HYRKOLA               ,FI  ,+61:16:14,+022:15:07,   37
  708,JOKIOINEN JOKIOISTEN OBSERVATORIO       ,FI  ,+60:48:50,+023:30:02,  104
  709,HATTULA LEPAA-1                         ,FI  ,+61:07:37,+024:20:09,   87
  713,KANKAANPAA NIINISALO PUOLUSTUSVOIMAT    ,FI  ,+61:50:17,+022:28:01,  124
  714,KURU LANSI-AURE                         ,FI  ,+61:56:56,+023:22:36,  170
  715,VARKAUS KAPYKANGAS                      ,FI  ,+62:18:29,+027:50:39,   91
  716,TOHMAJARVI KEMIE                        ,FI  ,+62:14:06,+030:20:58,   90
  718,AHTARI MYLLYMAKI                        ,FI  ,+62:32:04,+024:13:14,  157
  719,ALAJARVI MOKSY-1                        ,FI  ,+63:03:02,+024:16:54,  202
  722,MAANINKA HALOLA                         ,FI  ,+63:08:35,+027:18:57,   90
  725,KAJAANI LENTOASEMA-1                    ,FI  ,+64:16:53,+027:40:42,  147
  726,VIEREMA KAARAKKALA                      ,FI  ,+63:50:26,+027:13:27,  207
  729,MUHOS KK LAITASAARI                     ,FI  ,+64:48:54,+025:58:59,   19
  730,VAALA PELSO                             ,FI  ,+64:30:03,+026:25:39,  114
  731,TAIVALKOSKI KK                          ,FI  ,+65:34:59,+028:15:00,  209
  732,KUUSAMO LENTOASEMA-1                    ,FI  ,+65:59:42,+029:13:33,  264
  733,ROVANIEMI LENTOASEMA                    ,FI  ,+66:33:29,+025:50:07,  195
  734,MUONIO ALAMUONIO                        ,FI  ,+67:58:05,+023:40:49,  254
  735,INARI IVALO LENTOASEMA                  ,FI  ,+68:36:25,+027:25:05,  147
  736,ABBEVILLE                               ,FR  ,+50:08:09,+001:50:02,   69
  737,LILLE-LESQUIN                           ,FR  ,+50:34:12,+003:05:51,   47
  738,CAEN-CARPIQUET                          ,FR  ,+49:10:48,-000:27:21,   67
  739,REIMS-PRUNAY                            ,FR  ,+49:12:34,+004:09:19,   95
  740,ALENCON                                 ,FR  ,+48:26:44,+000:06:37,  143
  741,NANCY-ESSEY                             ,FR  ,+48:41:16,+006:13:17,  212
  742,NANTES-BOUGUENAIS                       ,FR  ,+47:09:00,-001:36:32,   26
  744,ORLEANS                                 ,FR  ,+47:59:26,+001:46:41,  123
  745,DIJON-LONGVIC                           ,FR  ,+47:16:04,+005:05:17,  219
  746,LANGRES                                 ,FR  ,+47:50:36,+005:20:15,  466
  747,BESANCON                                ,FR  ,+47:14:56,+005:59:18,  307
  748,LA ROCHELLE AERODROME                   ,FR  ,+46:10:40,-001:11:34,   20
  749,POITIERS - BIARD                        ,FR  ,+46:35:38,+000:18:51,  123
  750,CLERMONT-FERRAND                        ,FR  ,+45:47:12,+003:08:57,  331
  751,LYON-BRON                               ,FR  ,+45:43:32,+004:56:16,  197
  752,OLSZTYN                                 ,PL  ,+53:46:06,+020:25:17,  133
  753,AGEN                                    ,FR  ,+44:10:18,+000:35:39,   58
  754,CHANIA                                  ,GR  ,+35:30:00,+024:01:59,  151
  755,EMBRUN                                  ,FR  ,+44:33:56,+006:30:07,  871
  756,TARBES - OSSUN                          ,FR  ,+43:11:17,+000:00:00,  360
  757,NICE                                    ,FR  ,+43:38:56,+007:12:32,    2
  758,BASTIA                                  ,FR  ,+42:32:26,+009:29:07,   10
  760,AUXERRE-PERRIGNY                        ,FR  ,+47:49:27,+003:32:57,  152
  762,BEAUVAIS-TILLE                          ,FR  ,+49:26:47,+002:07:36,   89
  765,CAP-DE-LA-HEVE                          ,FR  ,+49:30:32,+000:04:15,  100
  766,CARCASSONNE                             ,FR  ,+43:12:55,+002:17:43,  128
  768,CHARTRES                                ,FR  ,+48:27:37,+001:30:03,  155
  775,ILE DE GROIX                            ,FR  ,+47:39:07,-003:30:07,   41
  777,LE MANS                                 ,FR  ,+47:56:26,+000:11:21,   48
  779,SLUBICE                                 ,PL  ,+52:20:54,+014:37:10,   53
  780,LEGE-CAP-FERRET                         ,FR  ,+44:37:54,-001:14:53,    9
  782,L-ILE-D-YEU                             ,FR  ,+46:41:36,-002:19:48,   32
  784,METZ-FRESCATY                           ,FR  ,+49:04:23,+006:07:32,  190
  786,MONTELIMAR                              ,FR  ,+44:34:51,+004:43:59,   73
  788,NIMES-COURBESSAC                        ,FR  ,+43:51:24,+004:24:21,   59
  789,CHIOS                                   ,GR  ,+38:19:59,+026:07:59,    4
  791,ORANGE                                  ,FR  ,+44:08:39,+004:51:38,   57
  793,PTE DE LA HAGUE                         ,FR  ,+49:43:31,-001:56:22,    6
  797,SETE                                    ,FR  ,+43:23:49,+003:41:30,   75
  803,VICHY-CHARMEIL                          ,FR  ,+46:10:00,+003:23:54,  249
  812,KAHLER ASTEN (WST)                      ,DE  ,+51:10:54,+008:29:24,  839
  833,THESSALONIKI                            ,GR  ,+40:37:12,+022:57:00,   32
  834,ALEXANDROUPOLI                          ,GR  ,+40:51:00,+025:55:48,    3
  835,KOZANI                                  ,GR  ,+40:16:48,+021:49:48,  626
  836,IOANNINA                                ,GR  ,+39:42:00,+020:49:12,  484
  837,MITILINI                                ,GR  ,+39:03:36,+026:36:00,    5
  838,AGRINIO                                 ,GR  ,+38:37:12,+021:22:48,   25
  839,SKYROS                                  ,GR  ,+38:54:00,+024:33:00,   18
  840,TRIPOLI                                 ,GR  ,+37:31:48,+022:24:00,  652
  841,KALAMATA                                ,GR  ,+37:03:36,+022:00:00,   11
  842,NAXOS                                   ,GR  ,+37:06:00,+025:22:48,   10
  843,MILOS                                   ,GR  ,+36:44:24,+024:28:48,  183
  844,KYTHIRA                                 ,GR  ,+36:07:48,+023:01:12,  167
  845,RHODOS                                  ,GR  ,+36:24:00,+028:07:12,   11
  846,IERAPETRA                               ,GR  ,+35:00:00,+025:43:48,    0
  847,NAGYKANIZSA                             ,HU  ,+46:27:21,+016:58:14,  138
  848,GYOR LIKOCS                             ,HU  ,+47:42:36,+017:40:28,  115
  849,POGANY                                  ,HU  ,+45:59:42,+018:14:06,  199
  851,SZEGED KULTERULET                       ,HU  ,+46:15:21,+020:05:26,   81
  852,DEBRECEN                                ,HU  ,+47:29:25,+021:36:38,  106
  854,BEDONIA                                 ,IT  ,+44:30:27,+009:37:36,  521
  855,BOBBIO                                  ,IT  ,+44:45:18,+009:23:03,  270
  856,BOSCO CENTRALE                          ,IT  ,+44:26:20,+010:02:00,  902
  859,LIGONCHIO CENTRALE                      ,IT  ,+44:19:00,+010:20:42,  900
  860,MONTEOMBRARO                            ,IT  ,+44:22:35,+011:00:30,  700
  861,MONZUNO                                 ,IT  ,+44:16:36,+011:16:24,  600
  862,PORRETTA TERME                          ,IT  ,+44:09:15,+010:58:37,  352
  922,TERESPOL                                ,PL  ,+52:04:42,+023:37:18,  133
  923,LESZNO                                  ,PL  ,+51:50:08,+016:32:04,   91
  924,WIELUN                                  ,PL  ,+51:12:37,+018:33:24,  199
  926,SULEJOW                                 ,PL  ,+51:21:11,+019:51:59,  188
  927,WLODAWA                                 ,PL  ,+51:33:11,+023:31:45,  177
  928,RACIBORZ                                ,PL  ,+50:03:39,+018:11:26,  206
  929,KRAKOW                                  ,PL  ,+50:04:40,+019:47:42,  237
  930,BIELSKO-BIALA                           ,PL  ,+49:48:25,+019:00:01,  396
  931,FLORINA                                 ,GR  ,+40:46:59,+021:24:00,  662
  932,NOWY SACZ                               ,PL  ,+49:37:37,+020:41:18,  292
  933,LESKO                                   ,PL  ,+49:27:59,+022:20:30,  420
  939,LAMIA                                   ,GR  ,+38:54:00,+022:24:00,  144
  941,TANAGRA                                 ,GR  ,+38:19:00,+023:31:59,  140
  942,KARASJOK-MARKANNJARGA                   ,NO  ,+69:27:48,+025:30:07,  131
  948,OCNA SUGATAG                            ,RO  ,+47:46:59,+023:55:59,  504
  951,IASI                                    ,RO  ,+47:10:00,+027:37:59,  102
  953,NESBYEN-TODOKK                          ,NO  ,+60:34:01,+009:08:00,  166
  955,SUOLOVUOPMI-LULIT                       ,NO  ,+69:34:46,+023:32:03,  381
  958,BALLYHAISE (AGR.COLL.)                  ,IE  ,+54:03:03,-007:18:36,   67
  960,BACAU                                   ,RO  ,+46:31:59,+026:55:00,  184
  961,MIERCUREA CIUC                          ,RO  ,+46:22:00,+025:43:59,  661
  962,DEVA                                    ,RO  ,+45:52:00,+022:54:00,  230
  963,BET DAGAN                               ,IL  ,+32:00:00,+034:47:58,   30
  964,BALLYSHANNON (CATHLEENS FALL)           ,IE  ,+54:30:00,-008:10:44,   38
  965,BELLACORRICK (MONEYNIERIN)              ,IE  ,+54:07:00,-009:32:48,   88
  966,BOORA                                   ,IE  ,+53:13:41,-007:43:51,   58
  967,TULCEA                                  ,RO  ,+45:10:59,+028:49:00,    4
  968,CARRICKMACROSS (DUNOGE)                 ,IE  ,+53:58:41,-006:45:11,   88
  969,SULINA                                  ,RO  ,+45:10:00,+029:43:59,    3
  970,CASEMENT AERODROME                      ,IE  ,+53:18:21,-006:26:20,   94
  972,ROSIORI DE VEDE                         ,RO  ,+44:06:00,+024:58:59,  102
  978,KOLKA                                   ,LV  ,+57:44:48,+022:35:22,    5
  982,SKULTE                                  ,LV  ,+57:18:00,+024:24:00,    9
  985,GAUJIENA                                ,LV  ,+57:30:00,+026:18:00,   84
  986,ALUKSNE                                 ,LV  ,+57:26:21,+027:02:07,  197
  988,PAVILOSTA                               ,LV  ,+56:54:00,+021:12:00,    9
  990,SALDUS                                  ,LV  ,+56:40:31,+022:30:12,  112
  991,AUCE                                    ,LV  ,+56:30:00,+022:54:00,  104
  993,DOBELE                                  ,LV  ,+56:36:00,+023:18:00,   44
  997,ZILANI                                  ,LV  ,+56:30:00,+025:54:00,  109
 1001,DAUGAVPILS                              ,LV  ,+55:56:03,+026:39:33,  125
 1007,SIAULIAI                                ,LT  ,+55:55:59,+023:19:00,  106
 1009,BIRZAI                                  ,LT  ,+56:12:00,+024:46:00,   60
 1020,LAZDIJAI                                ,LT  ,+54:13:59,+023:31:00,  133
 1040,ROROS                                   ,NO  ,+62:34:01,+011:23:00,  628
 1041,KONGSBERG IV                            ,NO  ,+59:39:47,+009:39:00,  168
 1042,LYNGOR FYR                              ,NO  ,+58:38:00,+009:09:01,    4
 1043,TVEITSUND                               ,NO  ,+59:01:37,+008:31:14,  252
 1044,LINDESNES FYR                           ,NO  ,+57:58:59,+007:02:53,   13
 1045,LISTA FYR                               ,NO  ,+58:06:36,+006:34:05,   14
 1046,SOLA                                    ,NO  ,+58:53:03,+005:38:12,    7
 1047,SAUDA                                   ,NO  ,+59:38:54,+006:21:47,    5
 1048,GARDERMOEN                              ,NO  ,+60:12:23,+011:04:49,  202
 1049,TAKLE                                   ,NO  ,+61:01:36,+005:23:06,   38
 1051,TAFJORD                                 ,NO  ,+62:14:00,+007:25:00,   15
 1052,VAERNES                                 ,NO  ,+63:30:00,+010:53:24,   12
 1053,RENA - HAUGEDALEN                       ,NO  ,+61:09:33,+011:26:33,  240
 1054,KJOBLI I SNAASA                         ,NO  ,+64:09:36,+012:28:12,  195
 1055,ORLAND                                  ,NO  ,+63:42:01,+009:36:05,   10
 1056,SKROVA FYR                              ,NO  ,+68:09:01,+014:39:02,   11
 1057,BARDUFOSS                               ,NO  ,+69:03:32,+018:32:25,   76
 1058,SIHCCAJAVRI                             ,NO  ,+68:45:19,+023:32:18,  382
 1059,FRUHOLMEN FYR                           ,NO  ,+71:05:35,+023:59:42,   13
 1060,RUSTEFJELBMA                            ,NO  ,+70:24:01,+028:12:01,   10
 1067,BARENTSUBURG                            ,RU  ,+78:04:00,+014:15:00,   73
 1068,TERIBERKA                               ,RU  ,+69:12:00,+035:07:00,   33
 1073,SVYATOJ NOS                             ,RU  ,+68:09:00,+039:46:00,   12
 1074,KANIN NOS                               ,RU  ,+68:39:00,+043:18:00,   48
 1077,KRASNOSCEL'E                            ,RU  ,+67:20:59,+037:03:00,  155
 1079,SOJNA                                   ,RU  ,+67:54:00,+044:06:00,   18
 1081,INDIGA                                  ,RU  ,+67:40:59,+048:40:59,    3
 1084,UMBA                                    ,RU  ,+66:40:59,+034:21:00,   39
 1088,UXTA KALEVALA                           ,RU  ,+65:13:00,+031:09:00,  118
 1089,GRIDINO                                 ,RU  ,+65:54:00,+034:46:00,    9
 1090,ZHIZHGIN                                ,RU  ,+65:12:00,+036:49:00,   26
 1093,MEZEN'                                  ,RU  ,+65:52:00,+044:13:00,   14
